date,title,review,rating
5/19/2023 1:30,Mindblown,"ChatGBT app is an outstanding conversational companion. It combines impressive natural language processing capabilities, an extensive knowledge base, and a user-friendly interface to create an enjoyable and enriching experience. Whether you?€?re seeking information, assistance, or just good company, ChatGBT app proves to be an exceptional AI companion that I highly recommend.
-I wrote this review using ChatGBT",5
7/7/2023 7:49,Limited,"It?€?s nice to use for writing, chat with yourself and helping respond to texts. It?€?s not very useful after that. Very limited in responses and what it has access to. I thought it was linked to the internet and could tell me general information, weather, sports, news, random inquiries etc. nope. 2021 and previous years. No real reason yet to be excited. Its like when they first came out with VR. It?€?s no where near impressive as you?€?d expect.",2
5/24/2023 6:08,Better than browser,The app took kinda long to release but it feels good pretty much has the same features but more mobile and to me it felt faster than browser keep the good job up guys and update the app anually and make new GPTs that is all i ask for,5
5/20/2023 7:26,The pictures don't appear,"When proposing a topic that requires a picture

It seems that there is an error and the rest of the features of the application are very excellent and fast and the defect you mentioned does not decrease the performance of the application. Thank you.",5
5/20/2023 6:05,"Well,but with some little problems there.","1.Wish the developers of OpenAI to adapt iPad soon, in order to have full screen views.
2.Hope to have more language choices in this application like that on the website
Last,really willing for your reply!",5
5/19/2023 1:09,Best Information tool on the market,ChatGPT is the best information tool on the market. It leverages LLM and other machine learning algorithms to return all the information you need in an instance. ChatGPT has been a revelation and I?€?m glad I live during a time when this technology is available to the public.,5
5/18/2023 22:07,Maybe the first review?!,"Making history here, but I'd not know what I would do without ChatGPT anymore. Amazing technology. Going to change the world. HATS OFF TO YOU ALL. Thank you for introducing me to ""the future"" 

Looks like I may be the first review?! GOTTA BE WORTH SOMETHIN? ????

Thank you again. Amazing work. Can't wait to see where this all progresses.",5
5/18/2023 19:56,Worth the wait,Mostly reviewing to get this up the charts and push all the fakes down. Not much else needs to be said here. Very solid but I would still keep that browser shortcut handy on the home screen for at least an update or two.,5
5/26/2023 8:06,????????,"From someone that uses ChatGPT a lot, i am more than pleased to see it in app form now. Just downloaded and have only sent in one question/request so far, and it of course worked perfectly. Hopefully it continues that way! Will update later on????",5
5/19/2023 17:30,Very good but?€?,"The app is actually very good very clear very easy to use, but I had a problem with it if you change the language to Arabic and you asked about something and it had to write it in a long paragraph, it causes an overflow, and it doesn?€?t show a side bar or scroll to read the rest of the paragraph.",4
5/23/2023 3:42,Search function FTW!,The biggest feature I?€?ve been dreaming about for the desktop version was the search capability to be able to search past prompts. I am super happy to see search has been added to this app. Thank you!!,5
6/1/2023 11:49,Amazing tool,"ChatGPT is amazing, everyone knows that. The official app is fantastic. I wish it the app had access to the beta web searching and plugins though. I find I end up using the web app as I need access to plugins. Hopefully they?€?ll add that functionality soon.",5
5/24/2023 15:38,Thank you!,"None of the third party apps compared to the free version of ChatGPT, so I had been using a website shortcut to use it on my phone. The app is a much nicer experience than a website shortcut, and I?€?m so excited there?€?s an official app now! History in the making!",5
5/20/2023 17:56,Beautiful and functional,"I love the simplicity and elegance of the user interface. My only complaint is that it currently doesn?€?t work well on iPad - it doesn?€?t scale properly to fit the larger screen. Otherwise it?€?s wonderful - fast, responsive, and simple.",5
5/21/2023 14:08,Web browsing where are uuuu,"I can access GPT-4 w/ Browsing on web version, but I can?€?t access the same thing with the app. #sad

Otherwise the app functions well; text feels like it appears quicker than on web.

It would help new users if you informed them of all the swiping gestures on first launch.",4
5/19/2023 8:56,Battery usage,"Unfortunately, this app consumes a lot of battery and heats up the phone when using it. If possible, please address this issue. However, it truly has impressive artificial intelligence, and I have received very convincing answers from it.",5
5/18/2023 21:03,Need web access but its insane.,We are at the beginning of an information revolution. This app needs web access but Chat GPT is already a game changer for every industry. With further development and integration all of our lives will change.,5
5/26/2023 5:17,Very yummy,Love the minimalist vibe to it. I like how the phone vibrates when it generates words. Feels really tactile and satisfying. Never had any issues with the app and works as expected. Another hit from openai. I have worked with many of their products in the past like dall e and some of the early stages of gpt like GPT-J.,5
6/11/2023 23:30,1 problem away from 5 stars,I really like the design of the new app. I also like that it will listen for a follow up question until dismissed. The only thing keeping it from a five star review is that I can?€?t get the shortcut to run properly on the Apple Watch. Fix that and you?€?ll get five.,4
5/19/2023 9:33,"So far OK, but!","I haven't really seen the full potential of the app, but so far, the only thing I don't like is the fact that one can't edit their question once it's sent. This is something possible when using the desktop version of ChatGPT",5
5/19/2023 6:33,"Great app, poor performance","Finally ChatGPT has a native app, which adds more conveniences and creates even more options and possibilities for accessing ChatGPT on the go - 5 stars for releasing the app.

The only huge downside is overheating issue. While app is open or generating responses iPhone becomes so hot that it?€?s hard to hold it in the hand - 2 stars for overheating. I shouldn?€?t burn my hands while using the app, and potentially degrade phone?€?s hardware from overheating.

iPhone 13 Pro Max, iOS 16.4.1(a)",2
5/18/2023 21:25,Review,Like it so far. First time trying it. Hope it gets more things such as prompts to help you. Because when i ask for respond to a text I dont know how to do it correctly. By having a prompt or a fill in a blank is useful.,5
5/21/2023 22:49,Amazing app please add voice out !!,I love this app it?€?s changed my work flow entirely. I love the voice in option you?€?ve added but please add voice output as well even if it?€?s a computer voice I?€?d love it if the app could speak back. Thank you would make life easier.,5
5/20/2023 23:39,Excellent,"I have always had a soft spot for this software, which is simply the spiritual food in life. Since I have a software app, it has become very convenient and I have always favored it. I just don't know when GPT5 will be released, and I am looking forward to ing?€?",5
5/19/2023 20:43,Disappointed answer,"Tell me top 10 Chinese restaurants around Round Rock, Texas.

I?€?m sorry for any misunderstanding, but as an AI, I don?€?t have real-time access to databases, maps, or location services to provide the current top 10 Chinese restaurants in any specific location, including Round Rock, Texas. I recommend using a service like Google Maps or Yelp for the most accurate and up-to-date recommendations. They can provide ratings, reviews, and even directions to local Chinese restaurants.",1
5/18/2023 20:05,No Family sharing,"In my opinion, this is a money grubbing and disappointing development?€? this is/will be a huge societal change and Apple did not insist it should include Family Sharing for the 20 freaking bucks per month for the ?€?actually useable?€? version.  

So, what, EIGHTY bucks a month for a family of four to prepare your family for the coming Tsunami tomorrow?  Merci SO beaucoup.

Get lost OpenAi, among the billions of ripoff  apps in these parts nowadays in the Walled Garden of Apple. For shame.",2
5/18/2023 20:03,True revelation in AI,"The ChatGPT iOS app is a true revelation in AI communication, demonstrating an unprecedented level of language understanding and response precision. Its seamless interface and dynamic interactivity create an unrivaled user experience. With its ability to assist, educate, and entertain in a myriad of topics, this app is a remarkable achievement that is indispensable for anyone interested in AI technology.",5
5/19/2023 5:04,Gpt4 model reported using gpt3,"While using the app I selected the gpt4 model and then it seemed like it was giving me gpt-3 like responses so I asked it what model it was using and it told me it was using gpt with a training cutoff in September 2021. 

As a subscriber I can access the gpt4 model on the web but not in the app with the same user.

Please fix this and then It?€?ll be 5 stars.",4
5/18/2023 23:06,Not just a web app,"They could have easily just made a web app, the equivalent of ?€?add to Home Screen?€?, the same thing of smart home devices these days do, but instead they made an optimized UI and it keeps you signed in, so it?€?s worth it",5
5/19/2023 17:48,Great to see ChatGPT on iOS,Been very impressed with ChatGPT and even subscribed to it.   One criticism I have it the lack of currency and now find myself using Google Bard when needing the most current information.  I really hope that ChatGPT prioritizes getting their database up to the current date and not just an artificial 2021 cutoff.,4
5/18/2023 18:06,It?€?s pretty neat,"This version is really neat! It has a lot of the features and allows managing chatgpt plus easily and allows to pay with it via iOS. However it is missing some features in chatgpt plus, mainly the beta area, but overall it?€?s pretty nice and simple!",5
5/19/2023 12:45,Actual Ai.,"truly incredible, My ancestors used to have libraries to find and compile information now they have the internet to write research papers.

i used to have the internet and now i have ai to compile information to write research papers.

the only qualm i have with it, is that there is an obvious censorship in favor of discussing liberal ideas as if they are neutral and unbiased, and then allows making fun of conservative ideas but not liberal ones.

dont get me wrong, im not asking for more censorship. im asking you to allow us to discuss what we want. 

give us freedom of information!",5
5/19/2023 12:18,Chatgpt is a time saver!,Definitely AI.  Chatgpt is a brilliant time saver.  It is like having a personal assistant with you all of the time.   This app is good.  I wish it could be used in wide screen orientation for creation of formatted documents.   This app make my phone warm so I imagine it?€?s using a lot of energy.,5
7/13/2023 15:23,Works good but has bugs.,I personally love using ChatGPT but I find that the web browser has less minor issues than the app. My app tends to freeze or have request timeouts and sometimes the questions don?€?t even register after submission. Would love to see this app improved and will continue using ChatGPT on the browser.,3
6/17/2023 9:55,Good native app.,"It?€?s a good app. Does what it says. 

If I could make a suggestion it would be to have the input and output different hues like the web version. that would make it a bit easier to understand what text is mine and what text is chatGPT?€?s.",5
6/13/2023 23:12,Best chat bot I?€?ve seen,"Literally every other mobile AI chat bot has a max word limit or some sort of premium but this one is completely free that I?€?ve noticed so far and that?€?s the best thing about it, I strongly recommend downloading if your looking for a good, free AI chat bot",5
6/13/2023 12:01,ChatGPT,"I love this app! I?€?ve seen these bad reviews on this app about verification not working and having to use your phone number. I signed up like 2 or 3 weeks ago, and none of that was there back then. but I really love this app because AI is really smart.",5
6/5/2023 19:48,Such great app,not only this gives me perfect answers also it gives me answers for everything like my personal problems its like free therapy or having online friend i am so grateful. killing my free time chatting its kinda funny(: but absolutely recommend,5
5/30/2023 17:08,Missing plug-in support,App is very solid including whisper support. Would be nice if the plug-ins and browser options worked in the app version. It?€?s sometimes confusing swiping back and forth between the browser and app version.,5
5/29/2023 6:23,Great but the website experience is much better,I wish the app offered the experience of finding history like the website. I think the UI can be improved a lot to match the UI UX of the website.,5
5/21/2023 16:36,Fantastic!,"Caveat: Please add native iPad support for the app.  This is great, I?€?m a Pro ChatGPT subscriber and the iOS app is well timed, as I was in the process of building one myself that uses the OpenAI APIs.  Now I can focus my time on other projects instead of building something like what they?€?ve done a great job with.  Thanks OpenAI!",5
6/30/2023 15:58,Urgent Bug Fix Required Immediately!,"Please fix the bug where the text generation fails to generate more text in one message. Currently, it splits the text into multiple messages, but I would like it to be like the desktop version, where it's all in one message.",4
5/19/2023 4:48,THE HAPTICS OH LORD,"This is how you make an app. The app is so good it makes me want to use chatgpt more. I hated going to the browser again and again. It would often log me out as well. Thank you so much for making this. It is flawless at first glance, and the haptics Are just heavenly. Minimal. Clean. Usable. A+",5
7/16/2023 5:56,Difficult to login,"This is got to be the most difficult app I have ever had to try to log into. Even when, putting in the correct information, it still says it was wrong. There?€?s no real way to authenticate anything to try to have it authenticate you. The fact that it says it cannot authenticate because it cannot identify your number when the text messages don?€?t even go to the phone number is insane.",1
6/11/2023 22:09,To the Homophobic and Racist people within the reviews sections of this app.,"Stop being a stain on the earth and actually be useful towards other people and the earth. Thank you <3. No agendas are happening, people are learning to actually be respectful. Cry about it. This app is 5 stars.",5
5/21/2023 9:12,I love it!,"The voice-to-text input is extremely useful and makes interaction easier. It?€?s crazy how good Whisper is. 

One suggestion: It would be cool through if ChatGPT could also read the answers in a synthetic voice at a certain speed.",5
5/21/2023 20:10,Changing review,"I left a glowing review, but I am changing it to one star. The app will deceive ChatGPT plus users you were select GPT4 and clearly in GPT 3.5 responses not only are they responding too fast to BGPT4, a clear marker, but the responses are also pretty crappy.

If I select GPT 4, there has better be a warning or banner, telling me that I am being downgraded to ChatGPT 3.5. That?€?s also happens when I have not had any input for more than 12 hours, so should not be rate limited.

Presenting responses, as though they were from 4 rather than 3.5 without saying anything is rather deceptive.

I find myself falling back to my own application, using the API and paying higher rates where I cannot be lied to.

You?€?re AI also is very quick to mention that it is indeed 3, not even 3.5.",1
5/20/2023 20:16,Very good app,"The app didn't require you to buy premium, unlike other apps that need 40 bucks to work. I am also very surprised at how much good advise it has given me in such a short amount of time. Also there is no ads, which I love.",5
5/19/2023 14:26,Google 2sv 403 error,"I keep getting an error when trying to log in with my google account. My paid account is through google. So I would like to access it. Does anyone have insight?

Update. It fixes itself.",5
6/16/2023 11:59,Web version is better,"ChatGPT provides the most accurate and thorough responses that I?€?ve seen amongst all of the AI apps that I?€?ve tried. However, I found that the responses on the website are more thorough than the responses in the app when the same question is posed to each.",4
5/18/2023 19:47,Beautiful,"Great to see a native app after all the hype around AI. Beautiful UI as well. It doesn't seem to have Plugins yet for paid users though. As an engineer, I understand the need to get something out and iterate on that. As a user, I'm just being impatient. Keep up the great work!",5
5/18/2023 18:44,Best Invention Ever!,Can?€?t thank the OpenAI Team enough for the beautiful new app. This will make getting things done on my phone that much easier. Looking forward to all the new functionality that comes out in the next few months!,5
7/11/2023 13:32,"Great AI, terrible connectivity","When starting a new chat, there?€?s probably a 1/3rd chance that it will just sit there and not generate a response. I will then have to restart the app and rewrite the same exact response. It does it very often mid conversation as well. As the title says, the AI is amazing and very useful, the app is horrendous though. I pay $20 a month for the best response times and service, only to get this. Extremely disappointed, will be canceling my subscription.",1
5/26/2023 0:57,Should be more like website,"I understand the app is supposed to be different and better than the website, but it just feels different. The format is worse and harder to navigate than the website. It still carry?€?s me in school tho",4
6/1/2023 9:03,couldn't refund subscription,"I used Apple to subscribe to the plus membership, and it showed that the payment was successful and the payment was deducted. However, at that time, an error popped up prompting that Apple's payment has been bound to other accounts and cannot be subscribed, but the current fee has been deducted, and the appeal refund has failed. I am very puzzled why I can't use plus, but the fee is still deducted, and it can't be refunded.",1
5/26/2023 23:22,Image/video generation and input,"Glad to see the app, much quicker access now! But would definitely love to see more features added! Please add photo upload to allow it to describe and analyze photos/videos!",5
5/19/2023 15:31,Take me now AI Overlords!,"Fantastic application, very useful which allows for you to stay logged into it remembering past conversations.  Haptic feedback is amazing when the AI is typing back.  Only downside is a crazy battery drain and increase on device temperatures when running the application (so use sparingly).",4
5/21/2023 7:36,Not available in specific areas!,"Dear Open AI,
Please make it available in Iran. Unfortunately , Iranians cannot register with their phone numbers. Just like Instagram, Facebook and other apps that do the registration process and send codes to Iran?€?s phone numbers",5
5/25/2023 19:11,My review,There are some things that could be tweaked (bugs really) and maybe some features that the site has and things but overall still wonderfully amazing,5
7/20/2023 23:23,Utterly castrated,"I didn?€?t and could not imagine a more castrated version of chatgpt and they always surprise with more. Look at this : ?€? I apologize if my responses haven't met your expectations. As an AI language model, I strive to provide helpful and respectful information to users. If there's anything specific you'd like assistance with or any questions you have, feel free to let me know, and I'll do my best to assist you. Your feedback is valuable, and I'm here to help in any way I can.?€?",1
6/23/2023 23:26,ChatGPT doesn't have access to Bing search,"I  asked Chat GPT to access Bing Search and it came back with 

""I apologize for any confusion, but as an AI language model, I don't have direct access to search engines or the ability to browse the internet. My responses are generated based on the training data I have been provided, which includes a mixture of licensed data, data created by human trainers, and publicly available data up until September 2021.

If you have specific questions or need information on a particular topic, I'll do my best to provide helpful responses based on my training and knowledge.""

How do I get it to use Bing Search?",3
6/2/2023 20:56,"Pretty good on phone, pretty awful on iPad","Overall interface is clean, but on the iPad in landscape orientation it?€?s basically a phone sized cutout. So much wasted space that could be utilized. It?€?s shouldn?€?t be too hard to pin the edges of the chat interface to the safe edges of the screen.

Like others mentioned a search function would be great.",3
5/19/2023 3:29,Positive first impression,"The UI is clean and the haptic feedback is appreciated. Hoping to see web support added for Plus users sooner, rather than later. Keep up the good work. Excited and terrified of the future all at once but on we go!",5
5/25/2023 13:36,Worst app login experience ever,"Unable to quickly identify the date to confirm my birthday I was forced to scroll through years of dates. When I finally did, my login failed as ?€?being flagged for abuse?€?. Really? And when I tried the whole process over again, I was again flagged for abuse. Then, when I finally figured out I could go to the help section of their app, all I got was a bot telling me it would take a week to get back to me. A waste of time",1
5/18/2023 23:56,Please add chat sync function,"As good as desk top version.

One suggestion, please sync chat cross different platform in real time. For example, verbally send questions via phone, after being replied, continue chat via desktop version.",5
5/18/2023 20:23,Thank you for this!,"I?€?m overjoyed chatGPT has an app now. While I do have my web browser page dedicated to this,  this is a nice pleasant upgrade. 

My only recommendation would be automatic scrolling for results longer than the window.",5
5/30/2023 20:07,nice! the long waited chatgpt,"I really love the fact that you have finally submitted an iOS app. Its simple and beautiful. Can't wait to see the knock offs go down ASAP, those mimicking the OpenAI logo because there are useful apps that developed quality content around ChatGPT and GPT-4. Good luck!????",5
5/27/2023 9:12,ChatGPT on Mobile Devices,You?€?re basically getting the same ChatGPT from computers on your phone with a much more ?€?phone-friendly?€? UI. It works pretty much the same as ChatGPT on computers. Nothing else to say really. You get what you get with this.,5
5/28/2023 18:01,Good but Laggy and Limit,"It works, but it?€?s pretty laggy sometimes, so you?€?ll have to restart it or make a new chat. But I?€?m also disappointed because there?€?s a limit on how many texts and questions we send per hour. It would definitely be better without lag and if there was no limit",3
5/19/2023 22:19,"Glad it?€?s here, still not quite there","Ever since it first release I?€?ve been waiting for an official app so I?€?m really glad it?€?s here! It works great, and I haven?€?t had any issues so far. 

I should note that beta features aren?€?t in the app but I?€?m not really surprised by that. 
The design overall is great and simple, and I love how easy it is to search through chat history.

Only thing holding me back from loving it is the need for something to show how many gpt4 responses you have left in the 3 hour window. Really annoying to run across that warning unexpectedly.",4
5/25/2023 3:22,I LOVE THE APP BUT?€?.,"There are some problems with the app which o don?€?t remember right now but the most important and annoying for me it?€?s when the app tells me that it doesn?€?t have access to updated information, this is insane, even Siri can tell me the forecast of today the Chatgpt can?€?t?€? please, let Chatgpt access to the most updated info.

Thanks!",3
5/25/2023 1:33,About time,Really enjoyed using chat gpt on the web. Glad they made a better version for ios. Hope to see whisper integrated into more products into the future and even possibly SwiftKey.,5
5/23/2023 18:44,Finally on my phone and tablet,"I created a shortcut to open ChatGPT in a web browser to simulate an app. This is much more convenient! I already pay for the Plus subscription, so I didn?€?t want to pay for a separate app that uses the OpenAI API anyways.",5
5/20/2023 10:48,Update fixed the overheating/battery issue,"The first update fixed my issues. The app works great, and of course ChatGPT is incredible.

Feature request: it would be nice if we could pin chats in our history.",5
6/20/2023 16:36,please do not automatically translate voice recording question,"Please do not translate  voice recorder question automatically, leave it as it was before. it?€?s a wonderful functionality that voice recording can be multi language capability.",4
5/19/2023 7:55,??????,"ChatGPT is not bad. It can answer many questions. It can provide many reference opinions for some questions in different fields, especially in the academic research field, which can improve the work efficiency and optimize the teaching plan for teachers.",5
5/18/2023 22:11,Could be better,"So my main problem with this is the ui since while I?€?m using this on a iPad the ui is still for phone users which makes it problematic since the keyboard is smaller which makes it harder to type and cuz there?€?s wasted space on the side of the screen
A fix for this would be to make the ui appropriate adjust depending if you have a phone or a iPad",2
7/22/2023 16:22,Very good very helpful,"I love chat gpt so much. Honestly it has help me a lot. When I?€?m bored, I can also play games like tic tac toe or hang man with chat gpt. I think the app is more convenient than the website so I use this app. Really good helper and I really recommend it.",5
5/20/2023 14:13,"I love it, but?€?","It drains the battery faster than any other app I use. I guess it?€?s from the haptic feedback, so I turned it off. Otherwise, I love it. It?€?s clean, copy/paste is perfect, history and everything else you need are out of the way, but easily accessible in the three-dot menu.",4
6/13/2023 4:43,Apple Watch app wanted,It has been nice using an official app for GPT. It has worked absolutely flawless and I have no issues with it. I would absolutely love an Apple Watch version as it would make GPT even more easier to use.,5
6/3/2023 23:01,Nice,"I haven't used it much yet because i just got it. So far though, its the best one ive gotten because all the others you only get 3 free questions per day. I like how fast this one types out the answers too. Its really satisfying",5
6/3/2023 12:29,The voice recorder is poor,I am pretty sure I don't say anything beyond the filter and it has happened to me multiple times now when I am recording a text of around 10 sentences about and it gets deleted for some reason before it gets processed into a text. It is really frustrating..,3
5/24/2023 11:37,Only good on a phone,"It?€?s hard for me to understand why OpenAI can?€?t release an app that has a UI that can be used on an iPad. But, trying to use an iPhone configured app on an iPad is insane. You?€?re forced to use the simulated keyboard in the tiny iPhone template. I installed it, opened it, checked to see if I could change something in setting to make it usable ?€?and closed it. Back to the browser version. Sigh.",2
5/23/2023 22:13,Love to be able to use on the go,The history view as well as search there is also really great. Justifies the mobile app instead of a web view experience,5
5/22/2023 13:39,App settings unavailable,"App settings do not seem to be available on my device. In settings, all of my downloaded apps appear for this one. Unsure why that this but primary reason for the 3 star. My device is on the latest iOS release, I reinstalled the app, and restarted my device. Not sure if this is common amongst iOS users.",3
5/20/2023 16:11,Can?€?t get past the login screen ????,"I am using iPad Pro 12.9, 4th gen with stage manger enabled. When the Google login screen appears, I can?€?t get the number pad to show since my email has numbers, can?€?t get pass this screen. Also it?€?s only iPhone, nothing for iPad.

This app should be a universal app and should accommodate for iPad sizes.

**Update: tried latest update and the keyboard button to display the numeric keypad still does not work. Please fix this!",1
5/19/2023 18:51,"Good to have an official app, wish it was able to access past conversations from the browser version","Runs as expected, but only gave 4/5 stars as you aren?€?t able to access past conversions from the browser version and vice versa",4
5/18/2023 19:51,Welcome to the future,"ChatGPT's new iOS app update is a technicolor dreamcoat of linguistic fireworks. It's more than just an app; it's a portal to another realm of consciousness, a ticket to a rock concert of mind-bending interactions. Are you ready to step on stage? Because the show is just getting started, baby. Five stars.",5
5/19/2023 8:49,Some problems,"Software supports vibration and gives a typing-like sensation when answering questions. However, sometimes there is an issue where it doesn't respond when being asked for follow-up questions after a previous one. I hope the developers can address this.",3
5/25/2023 12:00,A Question?€?,"To be, or not to be, that is the question:
Whether 'tis nobler in the mind to suffer
The slings and arrows of outrageous fortune,
Or to take Arms against a Sea of troubles,
And by opposing end them: to die, to sleep
No more; and by a sleep, to say we end
The heart-ache, and the thousand natural shocks
That Flesh is heir to? 'Tis a consummation
Devoutly to be wished. To die, to sleep,
To sleep, perchance to Dream; aye, there's the rub,
For in that sleep of death, what dreams may come,
When we have shuffled off this mortal coil,
Must give us pause. There's the respect
That makes Calamity of so long life:
For who would bear the Whips and Scorns of time,
The Oppressor's wrong, the proud man?€?s Contumely,",4
7/18/2023 19:56,Allow Chat GPT to use pictures in examples.,Allow Chat GPT to use pictures and it and update on current information. Some type of live information update would be great.,5
6/5/2023 15:27,It?€?s fantastic.,"Holy cow! This chatgpt app is actually?€? good. Like I wouldn?€?t expect it to be but it just simply is. The haptic feedback is so delightful. Great job! I?€?ve been using it on a daily basis, 3.5 responses are okay so I mostly use 4.0. Both give responses extremely fast.",5
6/1/2023 14:13,I tried resetting my password,"So I apparently ?€?Already had an account?€? so I tried clicking ?€?Forgot password??€? the email got sent, but when I clicked on the link, it said ?€?Link Expired?€? and I don?€?t know what?€?s going on",5
5/25/2023 2:24,Suggestions for iPad Interface Scaling Optimization in App Development,"Overall, it's pretty good. I hope the developers can consider optimizing the app interface scaling on the iPad, as it's a bit inconvenient to use the app on the iPad, especially on the iPad Pro, because the interface is too small.",4
5/25/2023 5:18,The Search Disrupter!,"I downloaded the ChatGPT app minute it became available on the AppStore. It is just extremely useful, and puts a lot of power at your fingertips! Highly recommend, this is the best search engine on the planet right now!",5
5/19/2023 10:57,This is definitely an amazing product.,"Today I just got it, and the product experience is particularly good. The interface is clean, and the feedback from the text interaction makes the user experience feel great. It is definitely a five-star product.",4
5/21/2023 9:22,Works too quickly,"Chat GPT types too fast. If chat GPT?€?s goal is to model conversation instantaneous answers are unacceptable. If I can?€?t think or read instantaneously than neither should this AI. Slowing down would allow for more meaningful conversations. I would suggest a slider allowing for a difference in user processing speeds. A generic instantaneous answer is too quick for me and does not allow for user difference. 

P.S I am talking about the type speed of GPT. Not pauses between replies.",1
5/19/2023 3:39,Functionally great - the UX has some unnatural feeling elements,"I expected there to be a more modern design on the app, with a slide out history panel. I also don?€?t really like the way the button in the top right works. It?€?s unsatisfying. Otherwise, the UX is about what I expected for a useful tool - simple and easy to use.",4
5/18/2023 20:02,My device gets very hot when I use the app.,"The application is the best of all and is faster compared to the Web version. Only when I use the app on my device, it gets very hot. I know it's the first version of the application, but... optimize it so that my cell phone doesn't heat up",4
5/20/2023 16:33,Difficulty in presenting text in Persian language.,"When you provide a list in Persian language , part of the text cannot be seen. and And it does not pass to the next line. In this case, the text on the right is transmitted and cannot be seen. Please fix it",4
6/6/2023 19:34,For me the website still outperforms the dedicated app,"They fixed some stuff like naming conversations so I?€?ll increase two stars, but I still like the layout of the website better. Trxt is too big causing too much scrolling. Hard to get to the history button at the top of the screen.",3
5/18/2023 22:18,Finally!,The mobile version is finally here. It?€?s new so I?€?m expecting a lot of changes in the future. The design could be way better for users and I hope they add more features to keep up with the competition and remain the leading source.,4
5/18/2023 22:42,The future is here!,This app is revolutionary. I can?€?t wait to see what the next decade holds for ai given how quickly things can advance within months. The future is truly here and I?€?m glad to be able to witness it.,5
5/18/2023 18:22,So helpful and well designed,"ChatGPT is like a personal companion to me.  It?€?s great at answering quick questions, helping me figure out what to cook, or helping me plan a trip. The interface is really clean and simple without upsells or ads. Definitely the best AI chat app out there!",5
7/8/2023 8:14,The Greatest of all Ai Apps,"This is the KING of all the Ai Apps out there. As a prompt engineer, I find this App far more efficient than any other I have tried and the numbers are huge. This may be the wisest decision you?€?ll be making in this regard.",5
5/25/2023 15:55,Upgrade,"Make the app read what you wrote using a google translate service or siri. In this way, we can ask you by voice command and that you respond using those services.",5
6/29/2023 15:27,Far less than the web version,"I love ChatGPT and use it every day, but I wonder why a company would release a mobile/tablet app that has far less features than their web app, other than to gain visibility and add more users from that platform
- no multiple windows support
- You cannot change the font size. And it?€?s not accessible.
- No plug-ins
- Significantly different layout than the web version (no sidebar)
- No search
- no copy and paste
- You cannot modify a previous prompt

To name a few?€?

I?€?m back to using the web version on the iPad as I couldn?€?t find a single advantage that this app offers over using ChatGPT in the browser.",2
5/20/2023 23:53,"I am satisfied, but there is room for improvement!","1. The choice of plugins, 2. Adjust the display within the app according to the phone system language, 3. Be able to turn on or off vibration.",5
5/21/2023 11:42,"No customer service support, unable to login",Tried logging in for the first time and I got an error stating my account has been flagged for potential abuse and if I feel that this is an error to contact support .  I tried multiple times to contact support but received an email back saying the address doesn?€?t exist.  The website lets me login using the same email that I attempted to use on the app. Needless to say I?€?m disappointed.,1
6/1/2023 1:15,"Great app, with one issue","Overall, it?€?s a great app and I?€?m glad it exists, I had a bookmark but this is easier. One thing I would like to see, is that I would like to be able to look on the ChatGPT website and see my chats on the app. Other than that, it?€?s a great app",4
5/19/2023 3:12,The mobile phone has a bad fever.,"It's easy to use, but when using chatgpt, the phone is very hot, and it returns to normal when not in use. I don't know why and whether this problem can be improved.",5
5/18/2023 23:19,"Exciting, but draining?€? literally","I was hyped when I saw this app on Twitter. But that being said, I?€?ve noticed a dramatic battery drain when using this app. My battery stats show that it used up 35 % of my battery in 30 mins. With that type of usage naturally, my phone got pretty darn hot pretty darn quick. I?€?d assume that?€?ll be ironed out in coming updates.",3
5/18/2023 22:14,Phenomenal!,"ChatGPT has been nothing less than phenomenal in terms of its ability to process natural language. The way it comprehends context is remarkable, providing an interaction that feels organic and effortless. It's akin to engaging in a conversation with a knowledgeable companion rather than with a typical AI program. Wow! Just wow!",5
5/18/2023 21:48,Can?€?t create account with Apple ID,"It asks for the birth date but then it shows a regular calendar, where you can only go back one month at a time!!!!

Ended up selecting ?€?today?€? as the date, got an error that the account cannot be created because of term of use (you need to be 13 or older, i.e. go back at least 156 months, one by one) and there is no way to ?€?correct?€? the date!

Did you let chatgpt write its own UI? And test itself?",1
5/18/2023 21:20,Love it!,The interface is great! Not a huge fan of the haptic feedback but I can see the appeal. My favorite feature so far is being able to easily Export my old conversations in a .zip file sent to my email.,5
5/18/2023 18:54,Has Voice-to-text as a feature,The days of typing are over. The app has voice to text functionality meaning you can speak directly to chatgpt.,5
7/17/2023 10:53,The wrong path,"I don?€?t believe AI is going to help society. Humans are losing the ability to think at all and this truly proves that. How about you crack open a book or two and start learning, don?€?t let everything be handed to you. AI is going to rot your brains worse than social media. I hope nothing but the worst for anyone working in the AI industry, you deserve disdain, and you should feel ashamed for your lack of interest in humankind?€?s future.",1
6/27/2023 17:37,I love it,"I?€?ve been recently using the chat, GTP for making stories, and also a Countryhumans stories like rusame stories and I love it and also, I?€?m using it as a facts machine and get to help me with schoolwork It makes my life so much easier.",5
6/12/2023 13:39,I feel that apps are more user-friendly than websites.,"There are fewer bugs on the website, but the app feels a bit sluggish to use. However, I like the vibration feature on the app, it feels great.",5
